Title,URL,Description,Level,Status,Review,Tags,Slugs
Fundamentals of Social Media Advertising,https://www.coursera.org/learn/social-media-advertising-fundamentals,"Fundamentals of Social Media Advertising Course by Meta, by 4.8 stars, by 2.2K reviews, provide skills Advertising, Communication, Digital Marketing etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Advertising, Communication, Digital Marketing, Marketing, Sales, Marketing Design, Research and Design, Social Media, Brand Management",fundamentals of social media advertising advertising communication digital marketing marketing sales marketing design research and design social media brand management beginner
Healthcare Organization Operations,https://www.coursera.org/specializations/healthcare-organization-operations,"Healthcare Organization Operations Specialization by Rutgers the State University of New Jersey, by 4.6 stars, by 586 reviews, provide skills Leadership and Management, Organizational Development, Strategy and Operations etc... Beginner level 3 - 6 Months",Beginner,Paid,4.6,"Leadership and Management, Organizational Development, Strategy and Operations, Communication, Business Process Management, Operations Management, Professional Development, Business Development, Business Communication, Strategy, Business Analysis, Leadership Development, Process Analysis, Critical Thinking, Human Learning, Operations Research, Regulations and Compliance, People Analysis, Change Management, Data Analysis, Facility Management, Human Resources Operations, Probability & Statistics, Spreadsheet Software, Business Design, Customer Relationship Management",healthcare organization operations leadership and management organizational development strategy and operations communication business process management operations management professional development business development business communication strategy business analysis leadership development process analysis critical thinking human learning operations research regulations and compliance people analysis change management data analysis facility management human resources operations probability  statistics spreadsheet software business design customer relationship management beginner
Finance for Non-Finance Professionals,https://www.coursera.org/learn/finance-for-non-finance,"Finance for Non-Finance Professionals Course by Rice University, by 4.8 stars, by 2.6K reviews, provide skills Accounting, Business Analysis, Data Analysis etc... Beginner level 1 - 3 Months",Beginner,Paid,4.8,"Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management",finance for non-finance professionals accounting business analysis data analysis finance financial analysis financial management financial accounting investment management budget management beginner
Développement psychologique de l'enfant,https://www.coursera.org/learn/enfant-developpement,,,Paid,,,
Human Anatomy & Physiology I,https://www.coursera.org/specializations/human-anatomy-physiology-1,,,Paid,,,
Professional Skills for the Workplace,https://www.coursera.org/specializations/professional-skills-for-the-workplace,"Professional Skills for the Workplace Specialization by University of California, Davis, by 4.7 stars, by 2.6K reviews, provide skills Leadership and Management, Communication, Emotional Intelligence etc... Beginner level 3 - 6 Months",Beginner,Paid,4.7,"Leadership and Management, Communication, Emotional Intelligence, Professional Development, Collaboration, Problem Solving, Critical Thinking, People Development, Business Psychology, Strategy and Operations, Adaptability, People Analysis, Strategy, Resilience, Entrepreneurship, Planning",professional skills for the workplace leadership and management communication emotional intelligence professional development collaboration problem solving critical thinking people development business psychology strategy and operations adaptability people analysis strategy resilience entrepreneurship planning beginner
Liabilities and Equity in Accounting,https://www.coursera.org/learn/liabilities-equity-in-accounting,"Liabilities and Equity in Accounting Course by Intuit, by 4.3 stars, by 553 reviews, provide skills Accounting, Financial Accounting, General Accounting etc... Beginner level 1 - 4 Weeks",Beginner,Paid,4.3,"Accounting, Financial Accounting, General Accounting, Finance, Financial Management, Taxes",liabilities and equity in accounting accounting financial accounting general accounting finance financial management taxes beginner
The Science of Well-Being for Teens,https://www.coursera.org/learn/the-science-of-well-being-for-teens,,,Paid,,,
Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox,"Algorithmic Toolbox Course by University of California San Diego, by 4.6 stars, by 12K reviews, provide skills Algorithms, Computer Programming, Problem Solving etc... Intermediate level 1 - 3 Months",Intermediate,Paid,4.6,"Algorithms, Computer Programming, Problem Solving, Theoretical Computer Science, Computational Thinking, Critical Thinking, Computer Programming Tools, Computational Logic, Data Structures, Mathematics, Software Testing",algorithmic toolbox algorithms computer programming problem solving theoretical computer science computational thinking critical thinking computer programming tools computational logic data structures mathematics software testing intermediate
Nuts and Bolts of U.S. Immigration Law,https://www.coursera.org/learn/us-immigration-law,,,Paid,,,
Foundations of Data Science: K-Means Clustering in Python,https://www.coursera.org/learn/data-science-k-means-clustering-python,"Foundations of Data Science: K-Means Clustering in Python free Course by University of London, Goldsmiths, University of London, by 4.6 stars, by 638 reviews, provide skills Data Analysis, Computer Programming, Python Programming etc... Beginner level 1 - 3 Months",Beginner,Paid,4.6,"Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Applied Machine Learning, Basic Descriptive Statistics, Data Visualization, General Statistics, Machine Learning",foundations of data science k-means clustering in python data analysis computer programming python programming statistical analysis statistical programming applied machine learning basic descriptive statistics data visualization general statistics machine learning beginner
